728310ce a4f50e79 a53f7758 00000020 00000024 0 0
386d3ffa b04daba7 a3918622 d33fa06b d33fa06f 0 0
ee41eafa ae928f6e a4adb863 d33fa06f d33fa073 0 0
da285dd2 8e7ecefd e14d3d49 d33fa073 d33fa077 0 0
daff821e 073f0b8d f535deef d33fa077 d33fa07b 0 1
e77a2c67 b6e45fa7 7dbe38a4 d33fa077 d33fa07b 0 0
0ceaee5e 3f8e6fd9 0ba22286 d33fa07b d33fa07f 2 0
df2fd211 217ac756 81a49485 3f8e6fd9 3f8e6fdd 0 0
04d5ef76 70ecf732 af2af344 3f8e6fdd 3f8e6fe1 0 0
1c6f291b 0b9f12a6 0ca53357 3f8e6fe1 3f8e6fe5 0 0
a59de493 2a2470dc 24056d93 3f8e6fe5 3f8e6fe9 0 0
80c12acb 6858646d 68c6e4e0 3f8e6fe9 3f8e6fed 0 1
37ff61a1 c3fc92e6 b4c95610 3f8e6fe9 3f8e6fed 0 0
5943ba98 a57ff9e5 bda861fc 3f8e6fed 3f8e6ff1 0 0
64f7e96a 5baa5c63 c6a75e2f 3f8e6ff1 3f8e6ff5 0 1
b1d43c97 0114f0b9 5860aab0 3f8e6ff1 3f8e6ff5 0 1
4ca2f0d5 1f02c897 8258be81 3f8e6ff1 3f8e6ff5 0 0
2f513af9 2616a779 cd12647f 3f8e6ff5 3f8e6ff9 0 1
20017afd 35d3a8a6 5422f620 3f8e6ff5 3f8e6ff9 0 0
6569b6d2 7229d302 52e1353f 3f8e6ff9 3f8e6ffd 0 0
360cfba0 65b1154e 02cded50 3f8e6ffd 3f8e7001 0 1
437dcb8d e695a7d8 af4b98a8 3f8e6ffd 3f8e7001 0 0
68e78ba0 54f0ecd8 23212694 3f8e7001 3f8e7005 0 1
31f6de11 2ae53dd8 6e7ba4f6 3f8e7001 3f8e7005 0 0
c64b5324 76f3d09a 79469339 3f8e7005 3f8e7009 0 0
3d3d66c3 a69763c4 4d9400b2 3f8e7009 3f8e700d 0 1
5923f3da 86c9879e be24ea70 3f8e7009 3f8e700d 0 1
4b5893a1 ccdaf6bb 2059b4da 3f8e7009 3f8e700d 0 1
3da84362 9ebd3e5d b985ad53 3f8e7009 3f8e700d 0 0
c76c770b 0f715ee0 7787e062 3f8e700d 3f8e7011 0 1
4c2d4866 a08a97ae bef2f744 3f8e700d 3f8e7011 0 1
81868c2a 18a6352a 6d927549 3f8e700d 3f8e7011 3 1
d786714b 79308d5b 9f985c27 3f8e700d 3f8e7011 0 0
e4fefc60 d891b532 afc94369 3f8e7011 3f8e7015 0 0
ab648257 3357e5c2 10ea7dac 3f8e7015 3f8e7019 0 1
f61ddfa8 ab01bad5 bb45542c 3f8e7015 3f8e7019 0 1
dadabb5c 85549581 8ce7ac1c 3f8e7015 3f8e7019 0 1
de0e37fb fef4d531 48c70be0 3f8e7015 3f8e7019 0 0
f8605654 345f2412 9cb05751 3f8e7019 3f8e701d 0 1
2a5bca4e afdb337f 1e1620ea 3f8e7019 3f8e701d 0 0
0ae91775 14791d25 18d8665b 3f8e701d 3f8e7021 0 0
ce58a516 b0a72a4c 9e514808 3f8e7021 3f8e7025 0 1
2df0ffaf 23ba8955 0306cb01 3f8e7021 3f8e7025 0 1
827cb29e 17b394b4 036079ad 3f8e7021 3f8e7025 0 1
66c06b8c c0505d65 80f933c1 3f8e7021 3f8e7025 0 1
835b0013 7bf4fa77 ed3deefe 3f8e7021 3f8e7025 0 0
d9775003 69eb3d79 e9f3bc60 3f8e7025 3f8e7029 0 1
d2cea628 11f37f33 e025663a 3f8e7025 3f8e7029 0 1
38a18fa1 1ca037eb d7cfeac4 3f8e7025 3f8e7029 0 1
e5c1d8b7 d1dbdc35 c6eb7c20 3f8e7025 3f8e7029 0 0
4ca99595 a518e5eb 2fe1eb31 3f8e7029 3f8e702d 0 0
57d90862 a6c36b8d a17a8bf8 3f8e702d 3f8e7031 0 0
9c5375c4 270a7d6e 128ef0a2 3f8e7031 3f8e7035 0 1
e9e5b1fa d4abae48 4900c58f 3f8e7031 3f8e7035 0 1
a5ac8eee e21b90b6 ba1b09e7 3f8e7031 3f8e7035 0 0
47194612 27eebe60 5081f1b3 3f8e7035 3f8e7039 0 0
15427a41 8dead4d0 09aaed76 3f8e7039 3f8e703d 2 1
053db0bb c4973cf0 69d5364e 3f8e7039 3f8e703d 0 1
6d4e75e5 4e33ddea f6043ac5 3f8e7039 3f8e703d 0 1
1ea3734e d054acdf c6e246d4 3f8e7039 3f8e703d 0 1
ea1d912e 9ea5bb42 d8a5c4f3 3f8e7039 3f8e703d 0 1
c6c77d7c 00d6e92f 3e258560 3f8e7039 3f8e703d 0 0
c1662edd da633d01 1bdc912b 3f8e703d 3f8e7041 0 1
26f86a37 0f8297ea 7d90c9ad 3f8e703d 3f8e7041 0 0
f08b3129 7629ff18 55e53153 3f8e7041 3f8e7045 0 0
da119c37 9077f2d6 0af0fc81 3f8e7045 3f8e7049 0 0
64263ad3 ba36ab4b fc5f5ffc 3f8e7049 3f8e704d 0 1
c5534403 122d461a ecf89e52 3f8e7049 3f8e704d 0 1
36718c80 a6a7feea c78e09d6 3f8e7049 3f8e704d 0 0
0626cb2b 9bde9997 a59c228c 3f8e704d 3f8e7051 0 0
8d38a58b 590c041f 4fc4ebde 3f8e7051 3f8e7055 0 0
e2f4672a ca15c41a ca8be0ed 3f8e7055 3f8e7059 0 1
799233d1 5bc6c114 360bbc1b 3f8e7055 3f8e7059 0 1
37027b17 f737f2e5 a3eb12bb 3f8e7055 3f8e7059 0 1
adf47ce5 65910c60 60a4496d 3f8e7055 3f8e7059 0 1
c539e323 d7e47d91 685b04a4 3f8e7055 3f8e7059 0 0
cacc16b1 72508289 1fef63a1 3f8e7059 3f8e705d 0 1
752ee0fb 455c7cfe af99e33e 3f8e7059 3f8e705d 0 1
eb173e01 048257a7 b33d58d8 3f8e7059 3f8e705d 0 0
ccb6d586 164f7a2e 5823e02b 3f8e705d 3f8e7061 0 0
26ef5e82 5b6a117d 39a6bdb7 3f8e7061 3f8e7065 0 0
f40f6f54 680c987b cd039665 3f8e7065 3f8e7069 0 1
97e44b17 bbcaa0fa 75e0dbd9 3f8e7065 3f8e7069 0 1
016c37dc 1eaaa4e2 3cc59cfd 3f8e7065 3f8e7069 0 0
b88265c3 dd55f3ee 7f8b5c83 3f8e7069 3f8e706d 0 0
14787368 5f9ffbfa 91986a0f 3f8e706d 3f8e7071 0 1
9d6d8341 5dd076b9 50fdf75c 3f8e706d 3f8e7071 0 1
b99c3acf 5a99115a 546e55bd 3f8e706d 3f8e7071 0 0
3e55c096 283015d5 60bc481d 3f8e7071 3f8e7075 0 0
70532a35 f713fee7 d2ad914d 3f8e7075 3f8e7079 0 0
448fb9da d011a0aa b030d3dd 3f8e7079 3f8e707d 0 1
ca5d36c7 56d97fce e0f40ea3 3f8e7079 3f8e707d 0 0
1b314893 18b98233 085bcce1 3f8e707d 3f8e7081 0 0
e2fdbf8c 74a60f16 759d6ae6 3f8e7081 3f8e7085 0 1
d04fb731 8de7d8c0 38bade0d 3f8e7081 3f8e7085 0 0
8695fe79 e644b734 d82aa0e3 3f8e7085 3f8e7089 0 0
1801b4bd 78f57dd7 9c16dd00 3f8e7089 3f8e708d 0 0
0c3a6e0f bd958209 821ef27f 3f8e708d 3f8e7091 0 0
54c0b985 5dd9fa79 7135a88f 3f8e7091 3f8e7095 0 1
cd246bda 51c1a876 c68fa7ea 3f8e7091 3f8e7095 0 0
78f225ff 4400ce9f 187fccf0 3f8e7095 3f8e7099 0 1
30c85e8c 28ff762e d5593ac3 3f8e7095 3f8e7099 0 1
843bc0b3 66f19664 b088f0cf 3f8e7095 3f8e7099 0 0
5f92979c f2d3f247 0781a261 3f8e7099 3f8e709d 0 1
674a20a4 6e2eb512 c1055117 3f8e7099 3f8e709d 0 1
503fe667 2fe262ed 9f934986 3f8e7099 3f8e709d 0 0
9ded2b35 bbf9aafa ba6646fc 3f8e709d 3f8e70a1 0 0
5ce67191 eefd1e19 1342954d 3f8e70a1 3f8e70a5 0 1
af180e62 b9e47ce5 417e0d7a 3f8e70a1 3f8e70a5 0 1
7309b646 f5b2ab07 69f804c5 3f8e70a1 3f8e70a5 0 0
ffa6938a a5f8ef94 c6fa51ce 3f8e70a5 3f8e70a9 0 1
2bf83d54 6539eb20 0b9a1431 3f8e70a5 3f8e70a9 0 1
fa90faf0 c70533bc 9e5d43c3 3f8e70a5 3f8e70a9 0 1
7017057d 46173c6d b3dc50c0 3f8e70a5 3f8e70a9 0 1
ce151e86 1c4e90af bfe7c60e 3f8e70a5 3f8e70a9 0 0
313ff5da 2f96dc14 02d4f16e 3f8e70a9 3f8e70ad 0 1
f2bfa9c7 3af21063 06a76e6b 3f8e70a9 3f8e70ad 0 1
046b1b51 fcb83d93 309d887c 3f8e70a9 3f8e70ad 0 0
db483df7 524d7f81 1d9f7f4f 3f8e70ad 3f8e70b1 0 0
41695209 7baf623c 3cfd0726 3f8e70b1 3f8e70b5 0 0
1f9c031b c0c18339 ddba7631 3f8e70b5 3f8e70b9 0 1
267a7768 b054299c 0c26d33d 3f8e70b5 3f8e70b9 0 0
513ad097 9760b0f2 7929dc16 3f8e70b9 3f8e70bd 0 0
13172125 a60bbea3 74b5efb9 3f8e70bd 3f8e70c1 0 0
beb98538 81c6cf49 aec9dedd 3f8e70c1 3f8e70c5 0 0
f163717d 575974bf fca7aa68 3f8e70c5 3f8e70c9 0 0
9dc0cef7 19070a46 5b8bf524 3f8e70c9 3f8e70cd 0 0
9b909e76 ab2dd292 bc0090b8 3f8e70cd 3f8e70d1 0 0
337b8e61 b7b4e748 2fcb7349 3f8e70d1 3f8e70d5 0 0
2f41cc10 227fa685 bb1e45fb 3f8e70d5 3f8e70d9 0 0
955787f7 a08134b1 c762b179 3f8e70d9 3f8e70dd 0 1
ea7550a8 9ca74d90 b53dd1a5 3f8e70d9 3f8e70dd 2 0
da054060 0a21de3d 51c3199f 9ca74d90 9ca74d94 0 1
a7abae73 a4fdddac d6e7aa77 9ca74d90 9ca74d94 0 0
41e3f4fe 0dd014eb 353afa42 9ca74d94 9ca74d98 0 1
20c01850 3009929b 12f966b4 9ca74d94 9ca74d98 0 1
eb51c6cd 8befc1e1 dc44718e 9ca74d94 9ca74d98 0 1
f1338ed5 225746ef f85561ea 9ca74d94 9ca74d98 0 1
3856f3e9 ded9fc78 baf16179 9ca74d94 9ca74d98 0 0
38dab1aa f442a1fb 7f55b69e 9ca74d98 9ca74d9c 0 1
95275560 e991e82b 7a8c9522 9ca74d98 9ca74d9c 0 1
0d5cc6e6 e35ac59b 173f4fcf 9ca74d98 9ca74d9c 0 1
3700211c 9430768c fca2a774 9ca74d98 9ca74d9c 0 1
088a7542 3a14f6ed d3985f20 9ca74d98 9ca74d9c 0 0
7777a3bd 6e44bf9a cc3b8d5d 9ca74d9c 9ca74da0 0 0
7dff164f b1a9b48d 3630121d 9ca74da0 9ca74da4 0 1
c275f6a4 69bf963c 89434125 9ca74da0 9ca74da4 0 1
2b012f2c 5608a133 e05a8324 9ca74da0 9ca74da4 0 1
f5795718 bc6005c5 ec2c3958 9ca74da0 9ca74da4 0 0
b1e9614f 11421262 96e96e50 9ca74da4 9ca74da8 0 1
f5653ea3 72a5ce47 2c8e88c3 9ca74da4 9ca74da8 0 0
c922ea78 fbfc25b1 2d848f30 9ca74da8 9ca74dac 0 0
ebe7679f 8f5a6453 f6583c06 9ca74dac 9ca74db0 0 0
b8ec20bd 4a1d0c40 86ccc7d7 9ca74db0 9ca74db4 0 1
5b9fae87 50b6074c 481fce1d 9ca74db0 9ca74db4 0 0
7bb1461b b90150a8 ff2e666b 9ca74db4 9ca74db8 0 1
e325128f 05a13861 f3f99a8b 9ca74db4 9ca74db8 3 1
dbeebe16 957e8e97 06043271 9ca74db4 9ca74db8 0 1
290431c1 337764a6 e901a766 9ca74db4 9ca74db8 0 0
83dce633 13c1b3aa 572e88fc 9ca74db8 9ca74dbc 0 0
2a17500e 1de448d6 eb0113c4 9ca74dbc 9ca74dc0 0 0
931459df 76d8722d 9fa39740 9ca74dc0 9ca74dc4 0 1
41036d6a 1d11a759 89b8544a 9ca74dc0 9ca74dc4 0 1
2f93fd4f 8bb67e8b d5ba7234 9ca74dc0 9ca74dc4 0 1
09975dbd 0a57aa63 7d7311b4 9ca74dc0 9ca74dc4 0 0
e7c901bb a362e945 dec99915 9ca74dc4 9ca74dc8 0 1
6303af34 783e7421 2d02776c 9ca74dc4 9ca74dc8 0 1
2e24d1f2 99e91985 8944c47f 9ca74dc4 9ca74dc8 0 1
0a617017 9ec33fba 0beabe86 9ca74dc4 9ca74dc8 0 1
ec29194d c86b415b 44c4f344 9ca74dc4 9ca74dc8 0 1
12b93972 7c97d616 70a5188b 9ca74dc4 9ca74dc8 0 1
8ec4587a c12e9077 3c4b1afe 9ca74dc4 9ca74dc8 0 0
51026e54 6ff2ec91 afdf7ebc 9ca74dc8 9ca74dcc 0 0
16cd61dd 56d2acbd 739b3eae 9ca74dcc 9ca74dd0 0 0
cceec83d b17ae906 183f2c43 9ca74dd0 9ca74dd4 0 1
f857cbdb 8312760a e8ff2458 9ca74dd0 9ca74dd4 0 1
adcdc6f7 56269e1b 5d4f805c 9ca74dd0 9ca74dd4 0 0
d3ada90c ccc7bddd 86630711 9ca74dd4 9ca74dd8 0 1
4ce284c6 79bab46d be0d7267 9ca74dd4 9ca74dd8 0 0
a26e5de2 d17d5473 8a974850 9ca74dd8 9ca74ddc 0 1
cba4ca1b 296ee136 37d75013 9ca74dd8 9ca74ddc 0 1
b620613e 87361d51 a973b82c 9ca74dd8 9ca74ddc 2 0
d9c30b95 cd7d3a6f e9107659 87361d51 87361d55 0 0
bb07fa72 32e51263 a86b3778 87361d55 87361d59 0 1
1286e69a 03ab82f1 9c6a46e3 87361d55 87361d59 0 0
20955422 515b0a4d e93f9092 87361d59 87361d5d 0 1
6cec59b6 35fe2405 05133d08 87361d59 87361d5d 0 1
e9ffb9e8 609740f9 f840a3d3 87361d59 87361d5d 0 1
ae446b2b 49e4d1e4 8c7de75c 87361d59 87361d5d 0 1
5359e974 40dc1587 c3b4ba64 87361d59 87361d5d 0 0
f10e1224 eefcce18 dbcd9613 87361d5d 87361d61 0 0
b3df6d86 cc79ba4b 7fba199d 87361d61 87361d65 0 0
3b579f53 339786a5 d3b94330 87361d65 87361d69 0 0
504d7891 a021a68a dfa77f90 87361d69 87361d6d 0 1
91dc297b cbff576d 929708bd 87361d69 87361d6d 0 0
116124b3 b3c2724e 90d2bd75 87361d6d 87361d71 0 0
c9e96262 f4a6298e f1b639e4 87361d71 87361d75 0 0
25db651e 9ee5af67 001b36f2 87361d75 87361d79 0 1
77436346 ca122db5 40e2289a 87361d75 87361d79 0 1
b4d4b4ab 852d3976 41a8d84e 87361d75 87361d79 0 1
391e93b8 397c7285 9145d641 87361d75 87361d79 0 1
ead58eec adf6e37c 2025d2d0 87361d75 87361d79 0 0
342e6458 cc5d3696 95428296 87361d79 87361d7d 0 0
046de8ec e7c5b396 85fa2930 87361d7d 87361d81 0 0
e848914d b100f905 1d467025 87361d81 87361d85 0 1
2554613a 30ed45dd 61985aa8 87361d81 87361d85 0 1
a85bd646 ddd6b990 29acbe76 87361d81 87361d85 3 0
aaa025eb 17d04756 4a6cea28 29acbe76 29acbe7a 0 0
0ba6e8fb a5c2637a 28582461 29acbe7a 29acbe7e 0 0
9ca780b8 4692a4e3 e1ab40c1 29acbe7e 29acbe82 0 1
e8f7330c 8b202936 a104b25f 29acbe7e 29acbe82 0 1
6646910e 2b6c2dea 0ae1ad9c 29acbe7e 29acbe82 0 1
12855467 5e6a1d27 0ad14fc6 29acbe7e 29acbe82 0 1
34e69d35 6d7c0f92 96e910d6 29acbe7e 29acbe82 0 0
4c09295e ced4a5ed 13f9fc91 29acbe82 29acbe86 0 1
9b884478 18df5430 edbbe067 29acbe82 29acbe86 0 0
c09f4642 56da88d0 bb728e1a 29acbe86 29acbe8a 0 0
f8fa5470 4bd0c432 70f0e8a1 29acbe8a 29acbe8e 0 0
3ea2bcd0 d866a6aa cf8522a3 29acbe8e 29acbe92 0 0
2021421b 3a6b2014 8a2fc92a 29acbe92 29acbe96 0 1
4b68fe2c e9bc94ac 08dd6125 29acbe92 29acbe96 0 1
a8f06ff8 8e076fe2 cc8022a0 29acbe92 29acbe96 0 1
e9963ddf 74f6bc0d 5b0b246d 29acbe92 29acbe96 0 0
daeaa6cd b0892069 12a66cf3 29acbe96 29acbe9a 0 1
c7e257d4 539f28c3 3274e252 29acbe96 29acbe9a 0 0
af012c12 e194e9eb 74e02efb 29acbe9a 29acbe9e 0 1
669df683 4f1935ee 9f8c39e7 29acbe9a 29acbe9e 0 0
6834ed6b 28047709 c226e4ae 29acbe9e 29acbea2 0 1
a9399092 baa3148d 1775d493 29acbe9e 29acbea2 0 1
3e3833e6 d3c5937c dbe1199b 29acbe9e 29acbea2 0 0
d850cdbf d33c6688 1ce2f504 29acbea2 29acbea6 0 1
d4917058 d4494e7c cd8e589b 29acbea2 29acbea6 1 1
9838afea e12b9054 31762a21 29acbea2 29acbea6 0 1
d5aa8636 195080e6 93649641 29acbea2 29acbea6 0 0
73bb676b e0ee3312 3d8d694a 29acbea6 29acbeaa 0 0
c3ec6c36 130c6ef2 546134e7 29acbeaa 29acbeae 0 1
63386d1b 97112c13 3119d9c9 29acbeaa 29acbeae 0 1
709c62a8 07f6ad7b 7a88e5cc 29acbeaa 29acbeae 0 1
fb4bc247 708a61c3 bfe8a871 29acbeaa 29acbeae 0 1
9c1c3389 da586703 bd11d58a 29acbeaa 29acbeae 0 1
105df74d 663b69be bf122178 29acbeaa 29acbeae 0 0
96e14bc2 e6cbf4e1 7ff19444 29acbeae 29acbeb2 0 0
f9896a19 684c6044 972ec9d8 29acbeb2 29acbeb6 0 0
f9c2b35e 052fb15e c4133b2c 29acbeb6 29acbeba 0 0
6b1066e2 434f0f93 6e0da276 29acbeba 29acbebe 0 0
58725793 17356c45 624b2f94 29acbebe 29acbec2 0 0
7784b06e 0c68df4a 333fecdf 29acbec2 29acbec6 0 1
c9ca3bdd 675e4024 d4a67fca 29acbec2 29acbec6 0 0
ddc34334 184ad948 9c5e4a16 29acbec6 29acbeca 0 0
b430c160 2d85d29c 65ad92ec 29acbeca 29acbece 0 1
65cb0315 8e5e8c9f c49672e2 29acbeca 29acbece 0 1
b8b39c02 8cfc19b8 55371cf4 29acbeca 29acbece 0 0
c894ac30 2b1530cb 94c0c0f8 29acbece 29acbed2 0 1
4a77e8bd f067331e ea27d142 29acbece 29acbed2 0 1
85aa8836 ecf9f83c ed9456d1 29acbece 29acbed2 0 0
fd589987 970f343e 8a1b329f 29acbed2 29acbed6 0 1
3c57a08e 96ec7e62 4cbd4948 29acbed2 29acbed6 0 0
c697ace6 7bd1952c 1d017200 29acbed6 29acbeda 0 1
c2fd467c 128df153 7cafd733 29acbed6 29acbeda 0 0
32f2e04e 3a3d7075 bb409810 29acbeda 29acbede 0 0
bf1039ee 711ecb3b e16b12d6 29acbede 29acbee2 0 1
272c9e38 c0790a2d 7e919852 29acbede 29acbee2 0 1
a7bf68be 490f1a7b 548bd86e 29acbede 29acbee2 0 1
489a2185 bd4a0830 fce1394f 29acbede 29acbee2 0 1
48b6ada7 196f2a11 20a348dc 29acbede 29acbee2 0 1
13af3ddf b75ca5c6 05fe4ecd 29acbede 29acbee2 0 0
ad01ea69 fc7b5ae4 1cdbdcef 29acbee2 29acbee6 0 1
35b0bb47 703c751b f7ce7af5 29acbee2 29acbee6 0 0
773bc3d3 6c2fac1a 1a822e50 29acbee6 29acbeea 0 1
1e265207 ba9226cd 6603cfad 29acbee6 29acbeea 0 0
f15e945f a24ad70b c9f51366 29acbeea 29acbeee 0 0
c21f413a bd00cab3 709d751c 29acbeee 29acbef2 0 1
3c47abe5 b000a45b 39ea0792 29acbeee 29acbef2 0 0
ebd2dccf b233f961 ba168943 29acbef2 29acbef6 0 0
c25e6d76 e4591083 182af28e 29acbef6 29acbefa 0 1
5f7fe1c7 9ddf4d07 ee3e92ef 29acbef6 29acbefa 0 0
c595d6b7 8284f1b5 e3253d0b 29acbefa 29acbefe 0 1
6facb893 eed63cea 0e08849b 29acbefa 29acbefe 0 1
837cede4 ba8277ed aa9cb1bd 29acbefa 29acbefe 0 0
88c4d8fe 278a7500 edf334fb 29acbefe 29acbf02 0 1
355e40c7 71aec642 67c8a736 29acbefe 29acbf02 0 0
3468a68a 22873bc6 cee99249 29acbf02 29acbf06 2 1
a8680eec d4a4f5fa 9e0ac409 29acbf02 29acbf06 0 0
9b8094a0 87e5bcbe d3db1465 29acbf06 29acbf0a 0 0
2cb74efe ca9b0049 1679519b 29acbf0a 29acbf0e 0 0
f97fdd08 f5dfe6dc 71453e03 29acbf0e 29acbf12 0 1
f5735046 8a9acab8 47f45c6c 29acbf0e 29acbf12 0 1
a08e9eab 99cf067b b1fb1010 29acbf0e 29acbf12 0 1
3deb829c a8bf3796 0214b440 29acbf0e 29acbf12 0 0
37e83c29 b5d25910 e210881a 29acbf12 29acbf16 0 1
634d0ce5 78f2e742 742995ea 29acbf12 29acbf16 0 1
09512f99 7d672cdf 7f3afaad 29acbf12 29acbf16 0 1
41026789 22da11c4 9ce29862 29acbf12 29acbf16 0 0
eeae7cba 75bbd61e 3049e159 29acbf16 29acbf1a 0 1
6652cb5a cf4a3015 38a94032 29acbf16 29acbf1a 0 1
61b94917 520894cb b1843efb 29acbf16 29acbf1a 0 1
e90d6e28 85555910 2b223d96 29acbf16 29acbf1a 0 1
045cbd31 d8dc92c2 4f2768bf 29acbf16 29acbf1a 0 1
d64c6223 ae86932f 64b2198a 29acbf16 29acbf1a 0 1
50fa4a4a 82766ca0 5a7919b4 29acbf16 29acbf1a 0 1
a04dfc3b e84edda9 ff32e170 29acbf16 29acbf1a 0 1
eb24e53c c580ef7f fa1b1e90 29acbf16 29acbf1a 0 0
54299e3f 767bc83d 0e48aa9a 29acbf1a 29acbf1e 0 0
51fb9698 47079a64 f67b32e6 29acbf1e 29acbf22 0 0
4ba60904 0b5e00f4 41015103 29acbf22 29acbf26 0 1
fd743bea 4213fc75 28e7b7df 29acbf22 29acbf26 0 1
b68cc067 4ddb0749 5cc0d540 29acbf22 29acbf26 1 1
081ff29c 95084a3d 51c45ae2 29acbf22 29acbf26 0 1
0461783c b6507861 c5d7b1ea 29acbf22 29acbf26 0 1
058c134e ec471a77 b9ec606f 29acbf22 29acbf26 0 1
3fdd9f1c b7adeee0 138087d8 29acbf22 29acbf26 0 1
4f0196b7 5bfa6cc4 c147ffa2 29acbf22 29acbf26 0 1
5ef25fd7 2413308c c69dbf4f 29acbf22 29acbf26 0 1
b0c7dc7b 75ca4091 7f909d6c 29acbf22 29acbf26 0 0
416f151e 59089fa6 4499e24e 29acbf26 29acbf2a 0 0
8ca1fd1b 9b8a83ac 6aecb468 29acbf2a 29acbf2e 0 0
79a0f48b 318801cc 991db18a 29acbf2e 29acbf32 0 0
356562f2 897e6b4f 33a40596 29acbf32 29acbf36 0 0
862306a3 4d644116 0ba642fd 29acbf36 29acbf3a 0 1
86b246c6 674a669f 9b5eea73 29acbf36 29acbf3a 0 1
0d08cd7f bba23846 000e2853 29acbf36 29acbf3a 0 0
41b8f39a d8eed503 182a2c7d 29acbf3a 29acbf3e 0 1
1192cb30 27baaf14 41cd361a 29acbf3a 29acbf3e 0 1
954cc873 f7a66f83 2cdfbd94 29acbf3a 29acbf3e 0 1
9ea91727 907a7bae 4c27ae8f 29acbf3a 29acbf3e 0 0
5111e79e 6b47f43d 45d7a0c2 29acbf3e 29acbf42 0 1
7ecae9f0 9feec53e a39691d8 29acbf3e 29acbf42 0 1
fbf3ad8a a43750bb 0e3b3e68 29acbf3e 29acbf42 0 0
9c26c64d d5e0e237 327a69f1 29acbf42 29acbf46 0 1
02506e1f d8424532 32cf615d 29acbf42 29acbf46 0 0
5b49827a 23d75728 15a0e792 29acbf46 29acbf4a 0 1
ffe9d460 1b89bad0 69691cd0 29acbf46 29acbf4a 0 0
76b30464 da47599a bfed5efa 29acbf4a 29acbf4e 0 0
ae38f01c 4d7c2fa1 3e810484 29acbf4e 29acbf52 0 1
da2521f7 41b5668f 00d537b4 29acbf4e 29acbf52 0 0
705574e2 68a580a8 c87c290d 29acbf52 29acbf56 0 1
fcd814f0 55287461 989c43e9 29acbf52 29acbf56 0 1
4e49ecc0 cc2d290d c4bb4237 29acbf52 29acbf56 0 1
b3ef4e7e 0a581a9a 128d3132 29acbf52 29acbf56 0 0
d460f922 72581d84 83120e23 29acbf56 29acbf5a 0 0
1e769daf 05749780 0fbe0000 29acbf5a 29acbf5e 0 1
2115a16f 9626a71c c08fb4f8 29acbf5a 29acbf5e 0 0
ac7d9b27 2541b790 f6888be7 29acbf5e 29acbf62 0 1
9d8da2cf 77f60d85 bddf1467 29acbf5e 29acbf62 0 0
815ca267 1aff9540 a620bffb 29acbf62 29acbf66 0 0
b5021483 21fdebee f13ac5f4 29acbf66 29acbf6a 0 1
a5b145a1 3211f5c1 f97c7720 29acbf66 29acbf6a 0 0
d00b4c8c b4cb694d c6dde3ae 29acbf6a 29acbf6e 0 0
db7417fb c393f6cf 56ecd9b6 29acbf6e 29acbf72 0 1
8dd99675 7048dd7f c91e166b 29acbf6e 29acbf72 0 1
5ff69dce 634c3118 1a5f4a73 29acbf6e 29acbf72 0 0
c679c957 a535e0f6 db894052 29acbf72 29acbf76 0 1
74d3cc01 e31c6642 64a95d55 29acbf72 29acbf76 0 1
cb4a4a84 2c1a4628 012a9f1d 29acbf72 29acbf76 0 0
7239abe5 821c2c22 5546ca5f 29acbf76 29acbf7a 0 0
743f062a eb72b58b abce7f54 29acbf7a 29acbf7e 0 1
34e9be93 dca9fd2f 1f674ba1 29acbf7a 29acbf7e 3 1
07427cc5 bff9f98f 1d21c21b 29acbf7a 29acbf7e 0 0
dc4879c0 a7a17998 66007655 29acbf7e 29acbf82 0 1
cc4de171 03c0c8fa fc02a479 29acbf7e 29acbf82 0 0
bbc6ded2 b4cde04a 1cc917ba 29acbf82 29acbf86 0 1
e095e3cf 55111f3a aad9f257 29acbf82 29acbf86 0 0
200c7fad 3a93a05e a4087cf3 29acbf86 29acbf8a 0 1
ae01395e 91014725 47da7eea 29acbf86 29acbf8a 0 0
2d111469 e56e10c3 13a9b05b 29acbf8a 29acbf8e 0 0
9cf8ed0a d8b080c0 de60360a 29acbf8e 29acbf92 0 0
b44898a9 0de493e6 6f58c7a0 29acbf92 29acbf96 0 1
a67aacd4 32613d32 beb498fb 29acbf92 29acbf96 0 0
02dd3a7c 1af3ed2b c90027f3 29acbf96 29acbf9a 0 0
bb710228 89148ed6 d7727213 29acbf9a 29acbf9e 0 0
be174632 8cd06ade 3c01053a 29acbf9e 29acbfa2 0 0
55b8efbc c053c7c7 c1a0ba06 29acbfa2 29acbfa6 0 0
d8ccd709 32132635 edafd3b7 29acbfa6 29acbfaa 0 0
510546ed 4720bfe3 ced3b555 29acbfaa 29acbfae 0 1
f00c57cc 84adfc6f fa2d324c 29acbfaa 29acbfae 0 1
76e1996d 6960d1ee 615d52b0 29acbfaa 29acbfae 0 1
7f3b5b1d 783833a1 6fc8287b 29acbfaa 29acbfae 0 0
143552ca 6b4e177e dd24e9a2 29acbfae 29acbfb2 0 1
7dd72972 6f57ec51 63fd656b 29acbfae 29acbfb2 0 0
bcf8776d 3c361d26 fda78fd7 29acbfb2 29acbfb6 0 0
f206faec 798b09d9 80aba3ae 29acbfb6 29acbfba 0 1
0358479f ff48a713 5113e8a5 29acbfb6 29acbfba 2 0
8d1c13be ae021b75 2dbe22f5 ff48a713 ff48a717 0 0
